티커,종목,ISIN,시장
067010,이씨에스,KR7067010009,KSQ
456070,이엔셀,KR7456070002,KSQ
102710,이엔에프테크놀로지,KR7102710001,KSQ
074610,이엔플러스,KR7074610007,STK
041520,이엘씨,KR7041520008,KSQ
063760,이엘피,KR7063760003,KSQ
123570,이엠넷,KR7123570004,KSQ
083470,이엠앤아이,KR7083470005,KSQ
091120,이엠텍,KR7091120006,KSQ
232530,이엠티,KR7232530006,KNX
102460,이연제약,KR7102460003,STK
039030,이오테크닉스,KR7039030002,KSQ
294090,이오플로우,KR7294090006,KSQ
088290,이원컴포텍,KR7088290002,KSQ
084680,이월드,KR7084680008,STK
353810,이지바이오,KR7353810005,KSQ
261520,이지스,KR7261520001,KSQ
350520,이지스레지던스리츠,KR7350520003,STK
334890,이지스밸류플러스리츠,KR7334890001,STK
099750,이지케어텍,KR7099750002,KSQ
377330,이지트로닉스,KR7377330006,KSQ
035810,이지홀딩스,KR7035810001,KSQ
092130,이크레더블,KR7092130004,KSQ
134060,이퓨쳐,KR7134060003,KSQ
001840,이화공영,KR7001840008,KSQ
000760,이화산업,KR7000760009,STK
014990,인디에프,KR7014990006,STK
041830,인바디,KR7041830001,KSQ
352940,인바이오,KR7352940001,KSQ
101140,인바이오젠,KR7101140002,STK
216400,인바이츠바이오코아,KR7216400002,KNX
079950,인베니아,KR7079950002,KSQ
0007J0,인벤테라,KR70007J0006,KSQ
389470,인벤티지랩,KR7389470006,KSQ
277410,인산가,KR7277410007,KSQ
060150,인선이엔티,KR7060150000,KSQ
033230,인성정보,KR7033230004,KSQ
450520,인스웨이브,KR7450520002,KSQ
465480,인스피언,KR7465480002,KSQ
950260,인제니아테라퓨틱스(Reg.S),KR8840280000,KSQ
037330,인지디스플레,KR7037330008,KSQ
100030,인지소프트,KR7100030006,KSQ
023800,인지컨트롤스,KR7023800006,STK
034590,인천도시가스,KR7034590000,STK
211050,인카금융서비스,KR7211050000,KSQ
083640,인콘,KR7083640003,KSQ
064090,인크레더블버즈,KR7064090004,KSQ
216050,인크로스,KR7216050005,KSQ
049070,인탑스,KR7049070006,KSQ
311960,인터로이드,KR7311960009,KNX
119610,인터로조,KR7119610004,KSQ
017250,인터엠,KR7017250002,KSQ
129260,인터지스,KR7129260006,STK
051370,인터플렉스,KR7051370005,KSQ
064290,인텍플러스,KR7064290000,KSQ
189300,인텔리안테크,KR7189300007,KSQ
287840,인투셀,KR7287840003,KSQ
048530,인트론바이오,KR7048530000,KSQ
070590,인티큐브,KR7070590005,KSQ
023810,인팩,KR7023810005,STK
115310,인포바인,KR7115310005,KSQ
039290,인포뱅크,KR7039290002,KSQ
071200,인피니트헬스케어,KR7071200000,KSQ
101930,인화정공,KR7101930006,KSQ
249420,일동제약,KR7249420001,STK
000230,일동홀딩스,KR7000230003,STK
013360,일성건설,KR7013360003,STK
003120,일성아이에스,KR7003120003,STK
333430,일승,KR7333430007,KSQ
068330,일신바이오,KR7068330000,KSQ
003200,일신방직,KR7003200003,STK
007110,일신석재,KR7007110000,STK
007570,일양약품,KR7007570005,STK
007575,일양약품우,KR7007571003,STK
178780,일월지엠엘,KR7178780003,KSQ
019540,일지테크,KR7019540004,KSQ
081000,일진다이아,KR7081000002,STK
020760,일진디스플,KR7020760005,STK
103590,일진전기,KR7103590006,STK
094820,일진파워,KR7094820008,KSQ
271940,일진하이솔루스,KR7271940009,STK
015860,일진홀딩스,KR7015860000,STK
226320,잇츠한불,KR7226320000,STK
950140,잉글우드랩,KR8840110108,KSQ
049550,잉크테크,KR7049550007,KSQ
389020,자람테크놀로지,KR7389020009,KSQ
254120,자비스,KR7254120009,KSQ
043910,자연과환경,KR7043910009,KSQ
234920,자이글,KR7234920007,KSQ
289220,자이언트스텝,KR7289220006,KSQ
317400,자이에스앤디,KR7317400000,STK
033240,자화전자,KR7033240003,STK
049630,재영솔루텍,KR7049630007,KSQ
417840,저스템,KR7417840006,KSQ
000950,전방,KR7000950006,STK
079900,전진건설로봇,KR7079900007,STK
110020,전진바이오팜,KR7110020005,KSQ
208140,정다운,KR7208140004,KSQ
040420,정상제이엘에스,KR7040420002,KSQ
045510,정원엔시스,KR7045510005,KSQ
217190,제너셈,KR7217190008,KSQ
095700,제넥신,KR7095700001,KSQ
122310,제노레이,KR7122310006,KSQ
361390,제노코,KR7361390008,KSQ
066830,제노텍,KR7066830001,KNX
225220,제놀루션,KR7225220003,KSQ
123330,제닉,KR7123330003,KSQ
381620,제닉스로보틱스,KR7381620004,KSQ
159580,제로투세븐,KR7159580000,KSQ
147830,제룡산업,KR7147830004,KSQ
033100,제룡전기,KR7033100009,KSQ
079370,제우스,KR7079370003,KSQ
054950,제이브이엠,KR7054950001,KSQ
090470,제이스로보틱스,KR7090470006,KSQ
023440,제이스코홀딩스,KR7023440001,KSQ
137950,제이씨케미칼,KR7137950002,KSQ
033320,제이씨현시스템,KR7033320003,KSQ
417500,제이아이테크,KR7417500006,KSQ
348950,제이알글로벌리츠,KR7348950007,STK
204270,제이앤티씨,KR7204270003,KSQ
127120,제이에스링크,KR7127120004,KSQ
194370,제이에스코퍼레이션,KR7194370003,STK
026040,제이에스티나,KR7026040006,KSQ
452160,제이엔비,KR7452160005,KSQ
126880,제이엔케이글로벌,KR7126880004,KSQ
322510,제이엘케이,KR7322510009,KSQ
254160,제이엠멀티,KR7254160005,KNX
033050,제이엠아이,KR7033050006,KSQ
094970,제이엠티,KR7094970001,KSQ
418550,제이오,KR7418550000,KSQ
060230,제이케이시냅스,KR7060230000,KSQ
420570,제이투케이바이오,KR7420570004,KSQ
089790,제이티,KR7089790000,KSQ
0010V0,제이피아이헬스케어,KR70010V0005,KSQ
030000,제일기획,KR7030000004,STK
271980,제일약품,KR7271980005,STK
412540,제일엠앤에스,KR7412540007,KSQ
001560,제일연마,KR7001560002,STK
199820,제일일렉트릭,KR7199820002,KSQ
038010,제일테크노스,KR7038010005,KSQ
002620,제일파마홀딩스,KR7002620003,STK
080220,제주반도체,KR7080220007,KSQ
006220,제주은행,KR7006220008,STK
089590,제주항공,KR7089590004,STK
216080,제테마,KR7216080002,KSQ
337930,젝시믹스,KR7337930002,KSQ
229000,젠큐릭스,KR7229000005,KSQ
082270,젬백스,KR7082270000,KSQ
153890,져스텍,KR7153890009,KSQ
004910,조광페인트,KR7004910006,STK
004700,조광피혁,KR7004700001,STK
001550,조비,KR7001550003,STK
462520,조선내화,KR7462520008,STK
120030,조선선재,KR7120030002,STK
034940,조아제약,KR7034940007,KSQ
067000,조이시티,KR7067000000,KSQ
309930,조이웍스앤코,KR7309930006,KSQ
018470,조일알미늄,KR7018470005,STK
002600,조흥,KR7002600005,STK
018700,졸스,KR7018700005,KSQ
185750,종근당,KR7185750007,STK
063160,종근당바이오,KR7063160006,STK
001630,종근당홀딩스,KR7001630003,STK
033340,좋은사람들,KR7033340001,KSQ
036930,주성엔지니어링,KR7036930006,KSQ
109070,주성코퍼레이션,KR7109070003,STK
044380,주연테크,KR7044380004,STK
072020,중앙백신,KR7072020001,KSQ
000440,중앙에너비스,KR7000440008,KSQ
051980,중앙첨단소재,KR7051980001,KSQ
221800,지구홀딩스,KR7221800006,KSQ
228760,지노믹트리,KR7228760005,KSQ
314130,지놈앤컴퍼니,KR7314130006,KSQ
013890,지누스,KR7013890009,STK
389030,지니너스,KR7389030008,KSQ
263860,지니언스,KR7263860009,KSQ
303030,지니틱스,KR7303030001,KSQ
208350,지란지교시큐리티,KR7208350009,KSQ
446840,지슨,KR7446840001,KSQ
144510,지씨셀,KR7144510005,KSQ
340450,지씨지놈,KR7340450006,KSQ
306620,지아이에스,KR7306620006,KSQ
358570,지아이이노베이션,KR7358570000,KSQ
382480,지아이텍,KR7382480002,KSQ
382800,지앤비에스 에코,KR7382800001,KSQ
299480,지앤이헬스케어,KR7299480004,KNX
051160,지어소프트,KR7051160000,KSQ
053050,지에스이,KR7053050001,KSQ
076340,지에이이노더스,KR7076340009,KNX
388610,지에프씨생명과학,KR7388610008,KSQ
493330,지에프아이,KR7493330005,KSQ
119850,지엔씨에너지,KR7119850006,KSQ
065060,지엔코,KR7065060006,KSQ
204840,지엘팜텍,KR7204840003,KSQ
013870,지엠비코리아,KR7013870001,STK
071320,지역난방공사,KR7071320006,STK
311320,지오엘리먼트,KR7311320006,KSQ
456160,지투지바이오,KR7456160001,KSQ
388050,지투파워,KR7388050007,KSQ
088790,진도,KR7088790001,STK
018120,진로발효,KR7018120006,KSQ
109820,진매트릭스,KR7109820001,KSQ
086060,진바이오텍,KR7086060001,KSQ
036890,진성티이씨,KR7036890002,KSQ
363250,진시스템,KR7363250002,KSQ
003780,진양산업,KR7003780004,STK
007370,진양제약,KR7007370000,KSQ
010640,진양폴리,KR7010640001,STK
100250,진양홀딩스,KR7100250000,STK
051630,진양화학,KR7051630002,STK
272450,진에어,KR7272450008,STK
285800,진영,KR7285800009,KSQ
011000,진원생명과학,KR7011000007,STK
250030,진코스텍,KR7250030004,KNX
002780,진흥기업,KR7002780005,STK
002787,진흥기업2우B,KR7002782001,STK
002785,진흥기업우B,KR7002781003,STK
233990,질경이,KR7233990001,KNX
025620,차AI헬스케어,KR7025620006,STK
085660,차바이오텍,KR7085660009,KSQ
351870,차이커뮤니케이션,KR7351870001,KSQ
009310,참엔지니어링,KR7009310004,STK
094850,참좋은여행,KR7094850005,KSQ
004650,창해에탄올,KR7004650008,KSQ
0011T0,채비,KR70011T0008,KSQ
278280,천보,KR7278280003,KSQ
000650,천일고속,KR7000650002,STK
362320,청담글로벌,KR7362320004,KSQ
013720,청보,KR7013720008,KSQ
066360,체리부로,KR7066360009,KSQ
033250,체시스,KR7033250002,STK
047820,초록뱀미디어,KR7047820006,KSQ
291650,츌립앤사이언스,KR7291650000,KSQ
094360,칩스앤미디어,KR7094360005,KSQ
0082N0,카나프테라퓨틱스,KR70082N0008,KSQ
016920,카스,KR7016920001,KSQ
284620,카이노스메드,KR7284620002,KSQ
035720,카카오,KR7035720002,STK
293490,카카오게임즈,KR7293490009,KSQ
323410,카카오뱅크,KR7323410001,STK
377300,카카오페이,KR7377300009,STK
140430,카티스,KR7140430000,KSQ
042000,카페24,KR7042000000,KSQ
006380,카프로,KR7006380000,STK
313760,캐리,KR7313760001,KSQ
071850,캐스텍코리아,KR7071850002,KSQ
198080,캐프,KR7198080004,KSQ
210120,캔버스엔,KR7210120002,KSQ
050110,캠시스,KR7050110006,KSQ
452300,캡스톤파트너스,KR7452300007,KSQ
451760,컨텍,KR7451760003,KSQ
900310,컬러레이,HK0000341732,KSQ
078340,컴투스,KR7078340007,KSQ
291230,컴투스엔,KR7291230001,KSQ
063080,컴투스홀딩스,KR7063080006,KSQ
307930,컴퍼니케이,KR7307930008,KSQ
079190,케스피온,KR7079190005,KSQ
263700,케어랩스,KR7263700007,KSQ
214370,케어젠,KR7214370009,KSQ
221980,케이디켐,KR7221980006,KSQ
038530,케이바이오랩스,KR7038530002,KSQ
279570,케이뱅크,KR7279570006,STK
001620,케이비아이동국실업,KR7001620004,STK
192250,케이사인,KR7192250009,KSQ
431190,케이쓰리아이,KR7431190008,KSQ
029460,케이씨,KR7029460003,STK
115500,케이씨에스,KR7115500001,KSQ
281820,케이씨텍,KR7281820001,STK
089150,케이씨티,KR7089150007,KSQ
025880,케이씨피드,KR7025880006,KSQ
093320,케이아이엔엑스,KR7093320000,KSQ
093640,케이알엠,KR7093640001,KSQ
487400,케이앤에스아이앤씨,KR7487400004,KSQ
073010,케이에스피,KR7073010001,KSQ
105330,케이엔더블유,KR7105330005,KSQ
053080,케이엔솔,KR7053080008,KSQ
199430,케이엔알시스템,KR7199430000,KSQ
432470,케이엔에스,KR7432470003,KSQ
272110,케이엔제이,KR7272110008,KSQ
039420,케이엘넷,KR7039420005,KSQ
083550,케이엠,KR7083550004,KSQ
032500,케이엠더블유,KR7032500001,KSQ
225430,케이엠제약,KR7225430008,KSQ
102370,케이옥션,KR7102370004,KSQ
068100,케이웨더,KR7068100007,KSQ
106080,케이이엠텍,KR7106080005,KSQ
455180,케이지에이,KR7455180000,KSQ
381970,케이카,KR7381970003,STK
145270,케이탑리츠,KR7145270005,STK
036030,케이티알파,KR7036030005,KSQ
064820,케이프,KR7064820004,KSQ
024880,케이피에프,KR7024880007,KSQ
042040,케이피엠테크,KR7042040006,KSQ
054410,케이피티유,KR7054410006,KSQ
288180,케이피항공산업,KR7288180003,KSQ
258610,케일럼,KR7258610005,KSQ
274090,켄코아에어로스페이스,KR7274090000,KSQ
402420,켈스,KR7402420004,KNX
089010,켐트로닉스,KR7089010003,KSQ
220260,켐트로스,KR7220260004,KSQ
176590,코나솔,KR7176590008,KNX
052400,코나아이,KR7052400009,KSQ
402030,코난테크놀로지,KR7402030001,KSQ
391710,코닉오토메이션,KR7391710001,KSQ
046070,코다코,KR7046070009,KSQ
047770,코데즈컴바인,KR7047770003,KSQ
080530,코디,KR7080530009,KSQ
417310,코람코더원리츠,KR7417310000,STK
357120,코람코라이프인프라리츠,KR7357120005,STK
104540,코렌텍,KR7104540000,KSQ
027050,코리아나,KR7027050004,KSQ
007815,코리아써우,KR7007811003,STK
007810,코리아써키트,KR7007810005,STK
00781K,코리아써키트2우B,KR700781K015,STK
190650,코리아에셋투자증권,KR7190650002,KSQ
123410,코리아에프티,KR7123410003,KSQ
003690,코리안리,KR7003690005,STK
036690,코맥스,KR7036690006,KSQ
049430,코메론,KR7049430002,KSQ
183300,코미코,KR7183300003,KSQ
041960,코미팜,KR7041960006,KSQ
089890,코세스,KR7089890008,KSQ
360350,코셈,KR7360350003,KSQ
189350,코셋,KR7189350002,KNX
082660,코스나인,KR7082660002,KSQ
043710,코스리거글로벌,KR7043710003,KSQ
192820,코스맥스,KR7192820009,STK
044820,코스맥스비티아이,KR7044820009,STK
222040,코스맥스엔비티,KR7222040008,KSQ
241710,코스메카코리아,KR7241710003,KSQ
439960,코스모로보틱스,KR7439960006,KSQ
005070,코스모신소재,KR7005070008,STK
005420,코스모화학,KR7005420005,STK
355150,코스텍시스,KR7355150004,KSQ
169670,코스텍시스템,KR7169670007,KNX
071950,코아스,KR7071950000,STK
166480,코아스템켐온,KR7166480004,KSQ
045970,코아시아,KR7045970001,KSQ
196450,코아시아씨엠,KR7196450001,KSQ
384470,코어라인소프트,KR7384470001,KSQ
002020,코오롱,KR7002020006,STK
003070,코오롱글로벌,KR7003070000,STK
003075,코오롱글로벌우,KR7003071008,STK
102940,코오롱생명과학,KR7102940004,KSQ
002025,코오롱우,KR7002021004,STK
120110,코오롱인더,KR7120110002,STK
120115,코오롱인더우,KR7120111000,STK
950160,코오롱티슈진,KR8840120008,KSQ
021240,코웨이,KR7021240007,STK
056360,코위버,KR7056360001,KSQ
282880,코윈테크,KR7282880004,KSQ
121850,코이즈,KR7121850002,KSQ
448710,코츠테크놀로지,KR7448710004,KSQ
126730,코칩,KR7126730001,KSQ
015710,코콤,KR7015710007,KSQ
052330,코텍,KR7052330008,KSQ
322780,코퍼스코리아,KR7322780008,KSQ
036420,콘텐트리중앙,KR7036420008,STK
215380,콜마바이오텍,KR7215380007,KSQ
200130,콜마비앤에이치,KR7200130003,KSQ
024720,콜마홀딩스,KR7024720005,STK
294570,쿠콘,KR7294570007,KSQ
192400,쿠쿠홀딩스,KR7192400000,STK
284740,쿠쿠홈시스,KR7284740008,STK
464490,쿼드메디슨,KR7464490002,KSQ
317690,퀀타매트릭스,KR7317690006,KSQ
070300,퀀텀레일,KR7070300009,KSQ
432720,퀄리타스반도체,KR7432720001,KSQ
456190,큐라켐,KR7456190008,KNX
365270,큐라클,KR7365270008,KSQ
348080,큐라티스,KR7348080003,KSQ
060280,큐렉소,KR7060280005,KSQ
372320,큐로셀,KR7372320002,KSQ
051780,큐로홀딩스,KR7051780005,KSQ
115180,큐리언트,KR7115180002,KSQ
494120,큐리오시스,KR7494120009,KSQ
445680,큐리옥스바이오시스템즈,KR7445680002,KSQ
182360,큐브엔터,KR7182360008,KSQ
405100,큐알티,KR7405100009,KSQ
066310,큐에스아이,KR7066310004,KSQ
377460,큐에이드,KR7377460001,KSQ
136660,큐엠씨,KR7136660008,KNX
016600,큐캐피탈,KR7016600009,KSQ
355390,크라우드웍스,KR7355390006,KSQ
264900,크라운제과,KR7264900002,STK
26490K,크라운제과우,KR726490K013,STK
005740,크라운해태홀딩스,KR7005740006,STK
005745,크라운해태홀딩스우,KR7005741004,STK
259960,크래프톤,KR7259960003,STK
096240,크레버스,KR7096240007,KSQ
040350,크레오에스지,KR7040350001,KSQ
215570,크로넥스,KR7215570003,KNX
110790,크리스에프앤씨,KR7110790003,KSQ
900250,크리스탈신소재,KYG2115T1076,KSQ
045520,크린앤사이언스,KR7045520004,KSQ
214150,클래시스,KR7214150005,KSQ
466100,클로봇,KR7466100005,KSQ
237880,클리오,KR7237880000,KSQ
139670,키네마스터,KR7139670004,KSQ
020120,키다리스튜디오,KR7020120002,STK
475430,키스트론,KR7475430005,KSQ
487720,키움제10호스팩,KR7487720005,KSQ
489480,키움제11호스팩,KR7489480004,KSQ
039490,키움증권,KR7039490008,STK
466690,키움히어로제1호스팩,KR7466690005,KSQ
0131D0,키움히어로제2호스팩,KR70131D0001,KSQ
054780,키이스트,KR7054780002,KSQ
256940,킵스파마,KR7256940008,KSQ
336040,타스컴,KR7336040001,KNX
219130,타이거일렉,KR7219130002,KSQ
346010,타이드,KR7346010002,KNX
318660,타임기술,KR7318660008,KNX
476710,타조이엔터테인먼트,KR7476710009,KNX
434190,탈로스,KR7434190005,KNX
336680,탑런토탈솔루션,KR7336680004,KSQ
360070,탑머티리얼,KR7360070007,KSQ
180060,탑선,KR7180060006,KNX
065130,탑엔지니어링,KR7065130007,KSQ
134580,탑코미디어,KR7134580000,KSQ
014580,태경비케이,KR7014580005,STK
015890,태경산업,KR7015890007,STK
006890,태경케미컬,KR7006890008,STK
023160,태광,KR7023160005,KSQ
003240,태광산업,KR7003240009,STK
011280,태림포장,KR7011280005,STK
323280,태성,KR7323280008,KSQ
053620,태양,KR7053620001,KSQ
052960,태양3C,KR7052960002,KNX
004100,태양금속,KR7004100004,STK
004105,태양금속우,KR7004101002,STK
116100,태양기계,KR7116100009,KNX
009410,태영건설,KR7009410002,STK
009415,태영건설우,KR7009411000,STK
044490,태웅,KR7044490001,KSQ
124560,태웅로직스,KR7124560004,KSQ
001420,태원물산,KR7001420009,STK
191420,테고사이언스,KR7191420009,KSQ
950250,테라뷰,KR8826050005,KSQ
073640,테라사이언스,KR7073640005,KSQ
066700,테라젠이텍스,KR7066700006,KSQ
095610,테스,KR7095610002,KSQ
055490,테이팩스,KR7055490007,STK
064520,테크엘,KR7064520000,KSQ
089030,테크윙,KR7089030001,KSQ
258050,테크트랜스,KR7258050004,KNX
054450,텔레칩스,KR7054450002,KSQ
078000,텔코웨어,KR7078000007,STK
200230,텔콘RF제약,KR7200230001,KSQ
214420,토니모리,KR7214420002,STK
393210,토마토시스템,KR7393210000,KSQ
475960,토모큐브,KR7475960001,KSQ
215480,토박스코리아,KR7215480005,KSQ
051360,토비스,KR7051360006,KSQ
045340,토탈소프트,KR7045340007,KSQ
108230,톱텍,KR7108230004,KSQ
079970,투비소프트,KR7079970000,KSQ
199800,툴젠,KR7199800004,KSQ
417790,트루엔,KR7417790003,KSQ
091810,트리니티항공,KR7091810002,STK
290090,트윔,KR7290090000,KSQ
026150,특수건설,KR7026150003,KSQ
464280,티디에스팜,KR7464280007,KSQ
117730,티로보틱스,KR7117730002,KSQ
033830,티비씨,KR7033830001,KSQ
057680,티사이언티픽,KR7057680001,KSQ
204610,티쓰리,KR7204610000,KSQ
125020,티씨머티리얼즈,KR7125020008,KSQ
064760,티씨케이,KR7064760002,KSQ
246710,티앤알바이오팹,KR7246710008,KSQ
340570,티앤엘,KR7340570001,KSQ
043220,티에스넥스젠,KR7043220003,KSQ
277880,티에스아이,KR7277880001,KSQ
131290,티에스이,KR7131290009,KSQ
019180,티에이치엔,KR7019180009,STK
425420,티에프이,KR7425420007,KSQ
484810,티엑스알로보틱스,KR7484810007,KSQ
131100,티엔엔터테인먼트,KR7131100000,KSQ
356860,티엘비,KR7356860007,KSQ
413300,티엘엔지니어링,KR7413300005,KNX
217590,티엠씨,KR7217590009,STK
363280,티와이홀딩스,KR7363280009,STK
36328K,티와이홀딩스우,KR736328K013,STK
321550,티움바이오,KR7321550006,KSQ
004870,티웨이홀딩스,KR7004870002,STK
425040,티이엠씨,KR7425040003,KSQ
241790,티이엠씨씨엔에스,KR7241790005,KSQ
022220,티케이지애강,KR7022220008,KSQ
104480,티케이케미칼,KR7104480009,KSQ
081150,티플랙스,KR7081150005,KSQ
130740,티피씨글로벌,KR7130740004,KSQ
217880,틸론,KR7217880004,KNX
084730,팅크웨어,KR7084730001,KSQ
440110,파두,KR7440110005,KSQ
034230,파라다이스,KR7034230003,STK
290560,파라택시스이더리움,KR7290560002,KSQ
288330,파라택시스코리아,KR7288330004,KSQ
033540,파라텍,KR7033540006,KSQ
388870,파로스아이바이오,KR7388870008,KSQ
043200,파루,KR7043200005,KSQ
214450,파마리서치,KR7214450009,KSQ
217950,파마리서치바이오,KR7217950005,KNX
005690,파미셀,KR7005690003,STK
177830,파버나인,KR7177830007,KSQ
037070,파세코,KR7037070000,KSQ
150900,파수AI,KR7150900009,KSQ
037030,파워넷,KR7037030004,KSQ
047310,파워로직스,KR7047310008,KSQ
368770,파이버프로,KR7368770004,KSQ
170790,파이오링크,KR7170790000,KSQ
900100,파이온엑스,USU652221081,KSQ
049120,파인디앤씨,KR7049120009,KSQ
038950,파인디지털,KR7038950002,KSQ
387570,파인메딕스,KR7387570005,KSQ
441270,파인엠텍,KR7441270006,KSQ
106240,파인테크닉스,KR7106240005,KSQ
131760,파인텍,KR7131760001,KSQ
065690,파커스,KR7065690000,KSQ
140860,파크시스템스,KR7140860008,KSQ
091700,파트론,KR7091700005,KSQ
202960,판도라티비,KR7202960001,KNX
032800,판타지오,KR7032800005,KSQ
318010,팜스빌,KR7318010006,KSQ
036580,팜스코,KR7036580009,STK
027710,팜스토리,KR7027710003,KSQ
004720,팜젠사이언스,KR7004720009,STK
266350,팡스카이,KR7266350008,KNX
225590,패션플랫폼,KR7225590009,KSQ
054300,팬스타엔터프라이즈,KR7054300009,KSQ
068050,팬엔터테인먼트,KR7068050004,KSQ
028670,팬오션,KR7028670008,STK
222110,팬젠,KR7222110009,KSQ
271830,팸텍,KR7271830002,KSQ
010820,퍼스텍,KR7010820009,STK
016800,퍼시스,KR7016800005,STK
263750,펄어비스,KR7263750002,KSQ
251970,펌텍코리아,KR7251970000,KSQ
187660,페니트리움바이오,KR7187660006,KSQ
0015S0,페스카로,KR70015S0005,KSQ
001020,페이퍼코리아,KR7001020007,STK
168360,펨트론,KR7168360006,KSQ
087010,펩트론,KR7087010005,KSQ
090080,평화산업,KR7090080003,STK
010770,평화홀딩스,KR7010770006,STK
064800,포니링크,KR7064800006,KSQ
119500,포메탈,KR7119500007,KSQ
389140,포바이포,KR7389140005,KSQ
105760,포스뱅크,KR7105760003,KSQ
022100,포스코DX,KR7022100002,STK
058430,포스코스틸리온,KR7058430000,STK
009520,포스코엠텍,KR7009520008,KSQ
047050,포스코인터내셔널,KR7047050000,STK
003670,포스코퓨처엠,KR7003670007,STK
189690,포시에스,KR7189690001,KSQ
318020,포인트모바일,KR7318020005,KSQ
256630,포인트엔지니어링,KR7256630005,KSQ
331380,포커스에이아이,KR7331380006,KSQ
208710,포톤,KR7208710004,KSQ
472850,폰드그룹,KR7472850007,KSQ
039980,폴라리스AI,KR7039980008,KSQ
041910,폴라리스AI파마,KR7041910001,KSQ
220180,폴라리스AI핸디,KR7220180004,KSQ
234100,폴라리스세원,KR7234100006,KSQ
041020,폴라리스오피스,KR7041020009,KSQ
114630,폴라리스우노,KR7114630007,KSQ
487580,폴레드,KR7487580003,KSQ
290720,푸드나무,KR7290720002,KSQ
005670,푸드웰,KR7005670005,KSQ
094940,푸른로보틱스,KR7094940004,KSQ
007330,푸른저축은행,KR7007330004,KSQ
017810,풀무원,KR7017810003,STK
093380,풍강,KR7093380004,KSQ
023900,풍국주정,KR7023900004,KSQ
103140,풍산,KR7103140000,STK
005810,풍산홀딩스,KR7005810007,STK
371950,풍원정밀,KR7371950007,KSQ
298060,풍전약품,KR7298060005,KSQ
370090,퓨런티어,KR7370090003,KSQ
445180,퓨릿,KR7445180003,KSQ
341170,퓨쳐메디신,KR7341170009,KNX
220100,퓨쳐켐,KR7220100002,KSQ
035200,프럼파스트,KR7035200005,KSQ
334970,프레스티지바이오로직스,KR7334970001,KSQ
950210,프레스티지바이오파마,KR8702070002,STK
321260,프로이천,KR7321260002,KSQ
296160,프로젠,KR7296160005,KNX
053610,프로텍,KR7053610002,KSQ
468530,프로티나,KR7468530001,KSQ
303360,프로티아,KR7303360002,KSQ
377220,프롬바이오,KR7377220009,KSQ
335810,프리시젼바이오,KR7335810008,KSQ
053160,프리엠스,KR7053160008,KSQ
006490,프리티,KR7006490007,STK
405000,플라즈맵,KR7405000001,KSQ
041590,플래스크,KR7041590001,KSQ
367000,플래티어,KR7367000007,KSQ
075130,플랜티넷,KR7075130005,KSQ
222670,플럼라인생명과학,KR7222670002,KNX
237820,플레이디,KR7237820006,KSQ
023770,플레이위드,KR7023770001,KSQ
300080,플리토,KR7300080009,KSQ
033790,피노,KR7033790007,KSQ
032580,피델릭스,KR7032580003,KSQ
0117P0,피스피스스튜디오,KR70117P0005,KSQ
051380,피씨디렉트,KR7051380004,KSQ
241820,피씨엘,KR7241820000,KSQ
452450,피아이이,KR7452450000,KSQ
237750,피앤씨테크,KR7237750005,KSQ
460940,피앤에스로보틱스,KR7460940000,KSQ
319660,피에스케이,KR7319660007,KSQ
031980,피에스케이홀딩스,KR7031980006,KSQ
002230,피에스텍,KR7002230001,KSQ
043370,피에이치에이,KR7043370006,KSQ
239890,피엔에이치테크,KR7239890007,KSQ
347740,피엔케이피부임상연구센타,KR7347740003,KSQ
137400,피엔티,KR7137400008,KSQ
257370,피엔티엠에스,KR7257370007,KSQ
147760,피엠티,KR7147760003,KSQ
128660,피제이메탈,KR7128660008,KSQ
006140,피제이전자,KR7006140008,KSQ
376180,피코그램,KR7376180006,KSQ
304840,피플바이오,KR7304840002,KSQ
087600,픽셀플러스,KR7087600003,KSQ
291810,핀텔,KR7291810000,KSQ
378340,필에너지,KR7378340004,KSQ
161580,필옵틱스,KR7161580006,KSQ
347770,핌스,KR7347770000,KSQ
163730,핑거,KR7163730005,KSQ
417180,핑거스토리,KR7417180007,KSQ
469900,하나31호스팩,KR7469900005,KSQ
475240,하나32호스팩,KR7475240008,KSQ
475250,하나33호스팩,KR7475250007,KSQ
484130,하나34호스팩,KR7484130000,KSQ
0041L0,하나35호스팩,KR70041L0000,KSQ
0101C0,하나36호스팩,KR70101C0008,KSQ
086790,하나금융지주,KR7086790003,STK
299030,하나기술,KR7299030007,KSQ
067310,하나마이크론,KR7067310003,KSQ
166090,하나머티리얼즈,KR7166090001,KSQ
293480,하나제약,KR7293480000,STK
039130,하나투어,KR7039130000,STK
136480,하림,KR7136480001,KSQ
003380,하림지주,KR7003380003,KSQ
450330,하스,KR7450330006,KSQ
101670,하이드로리튬,KR7101670008,KSQ
365590,하이딥,KR7365590009,KSQ
149980,하이로닉,KR7149980005,KSQ
013030,하이록코리아,KR7013030002,KSQ
352820,하이브,KR7352820005,STK
126700,하이비젼시스템,KR7126700004,KSQ
071090,하이스틸,KR7071090005,STK
160190,하이젠알앤엠,KR7160190005,KSQ
221840,하이즈항공,KR7221840002,KSQ
106190,하이텍팜,KR7106190002,KSQ
000080,하이트진로,KR7000080002,STK
000087,하이트진로2우B,KR7000082008,STK
000140,하이트진로홀딩스,KR7000140004,STK
